context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,seconds_time_elapsed,seconds_user,seconds_sys
389.0,99.0,59991.0,2369753553.0,2817098224.0,13139673.0,13006288.0,1.22349711,0.876119,0.28526
408.0,107.0,59953.0,2368165823.0,2816809141.0,581024681.0,12996207.0,1.226643157,0.867256,0.288148
389.0,111.0,59985.0,2364811635.0,2817346745.0,13162617.0,12936197.0,1.229448891,0.853818,0.302009
396.0,100.0,59946.0,2384560735.0,2817310319.0,581296253.0,13186083.0,1.236065529,0.845879,0.320839
392.0,113.0,60035.0,2370107767.0,2817506176.0,13278796.0,12901883.0,1.216617583,0.824569,0.332411
387.0,94.0,59987.0,2352977305.0,2817697305.0,581001897.0,12899085.0,1.25021991,0.844276,0.304467
425.0,124.0,60045.0,2419106769.0,2818244938.0,13004342.0,13024419.0,1.271909471,0.888363,0.315912
389.0,95.0,59927.0,2353296967.0,2816621605.0,581048760.0,12869364.0,1.22970071,0.88016,0.272595
443.0,115.0,59921.0,2356497647.0,2816335067.0,12886052.0,12915996.0,1.234081124,0.890864,0.261208
376.0,99.0,59986.0,2366723681.0,2816629132.0,580829596.0,13014961.0,1.237820205,0.839272,0.313958
401.0,111.0,59900.0,2381602079.0,2816146790.0,12809289.0,12919894.0,1.231972254,0.868354,0.294168
392.0,117.0,59965.0,2376819210.0,2817460911.0,581113950.0,13166921.0,1.235814082,0.860543,0.295706
418.0,101.0,59905.0,2373927735.0,2816669800.0,13055103.0,13071267.0,1.256622571,0.906111,0.255556
395.0,104.0,60009.0,2371333466.0,2816701851.0,581291531.0,12969755.0,1.226484303,0.891698,0.266307
388.0,107.0,60016.0,2352570018.0,2817082675.0,13440057.0,12862363.0,1.22064055,0.860349,0.295809
386.0,105.0,59953.0,2373169575.0,2816579805.0,581387206.0,13083336.0,1.227014178,0.916217,0.246684
484.0,144.0,60041.0,2472773018.0,2819300038.0,13323390.0,13375950.0,1.37925845,0.977161,0.279044
390.0,107.0,59917.0,2379350930.0,2817016299.0,581518425.0,12901011.0,1.23657456,0.863808,0.310021
407.0,101.0,59893.0,2370138119.0,2816489325.0,13146236.0,13030135.0,1.272903852,0.85665,0.305735
404.0,103.0,59941.0,2408077740.0,2817539065.0,581277750.0,13476200.0,1.254784365,0.936469,0.251629
417.0,107.0,59944.0,2397329147.0,2817999935.0,12916701.0,12998051.0,1.270687144,0.92189,0.267286
468.0,133.0,59951.0,2446118621.0,2817859452.0,581065567.0,13024232.0,1.35439814,0.91899,0.299198
440.0,126.0,59919.0,2467881795.0,2817745509.0,13328010.0,13290396.0,1.331813201,0.901694,0.333973
464.0,131.0,59934.0,2476274210.0,2819037410.0,581342110.0,13237319.0,1.320985712,0.93495,0.298091
430.0,112.0,59982.0,2414155141.0,2818378895.0,12997034.0,13081237.0,1.278014255,0.913872,0.285952
423.0,113.0,59947.0,2352792999.0,2816804175.0,581008161.0,12770504.0,1.232628017,0.844612,0.307449
448.0,119.0,59943.0,2382776495.0,2817419990.0,13683326.0,13170342.0,1.231447724,0.851748,0.317401
380.0,100.0,59941.0,2380585185.0,2817063925.0,581364663.0,12992803.0,1.230423215,0.870433,0.302444
497.0,116.0,60001.0,2382381419.0,2817770856.0,13127283.0,12961058.0,1.255070361,0.893733,0.27478
439.0,113.0,59918.0,2448803459.0,2818647553.0,581185914.0,13259301.0,1.287641776,0.907155,0.321621
508.0,154.0,60015.0,2529952564.0,2820113429.0,13282803.0,13485956.0,1.441149058,0.94933,0.341884
482.0,120.0,60000.0,2472561423.0,2819658641.0,581309478.0,13311933.0,1.386665892,0.974514,0.270683
506.0,143.0,59974.0,2551421554.0,2819108326.0,12955435.0,13524501.0,1.440237731,0.979122,0.315111
479.0,136.0,59970.0,2478675316.0,2818923757.0,581385728.0,13473497.0,1.375822746,0.933875,0.304689
452.0,114.0,59937.0,2483337092.0,2818482446.0,13309154.0,13239782.0,1.323289894,0.949983,0.300802
416.0,120.0,59909.0,2426355430.0,2817535645.0,581115412.0,13070056.0,1.279714133,0.892852,0.325073
426.0,120.0,59967.0,2416577189.0,2818654757.0,13225219.0,13043691.0,1.262409984,0.907181,0.292322
418.0,107.0,59984.0,2386816085.0,2818165971.0,581283942.0,12922130.0,1.234826436,0.846503,0.322918
434.0,116.0,59982.0,2420977566.0,2818244883.0,13116607.0,13273414.0,1.25304922,0.879273,0.318124
426.0,108.0,59949.0,2391099328.0,2817896574.0,581152106.0,13123103.0,1.23746616,0.891968,0.275635
537.0,121.0,59935.0,2386531154.0,2819249894.0,13089641.0,12987515.0,1.414136263,0.860123,0.306276
398.0,102.0,59990.0,2380277460.0,2817847775.0,581541053.0,12962712.0,1.246226932,0.900967,0.267227
465.0,124.0,59939.0,2420290182.0,2817986089.0,13277672.0,13498958.0,1.268871292,0.915582,0.275846
439.0,115.0,59950.0,2407592584.0,2818394105.0,581020154.0,13297402.0,1.254549951,0.853453,0.328719
440.0,116.0,59971.0,2378283235.0,2817386869.0,12850254.0,12992983.0,1.244329908,0.824388,0.345964
420.0,95.0,59972.0,2392502343.0,2817696843.0,581153532.0,13252073.0,1.298924383,0.914099,0.256464
400.0,102.0,59937.0,2398231135.0,2816877506.0,13079219.0,13018994.0,1.268785177,0.902359,0.273919
402.0,106.0,59939.0,2382857396.0,2817481377.0,581259396.0,13011787.0,1.27046482,0.903783,0.26556
425.0,103.0,60010.0,2399073870.0,2818822443.0,13267432.0,12955100.0,1.247811124,0.870497,0.30647
460.0,119.0,59899.0,2471000568.0,2817702546.0,581277929.0,13265899.0,1.362465836,0.965205,0.273809
402.0,101.0,59923.0,2380667895.0,2817655643.0,12813150.0,13028370.0,1.278608752,0.888959,0.273687
429.0,127.0,59994.0,2401720954.0,2817675584.0,581142631.0,13093939.0,1.287332782,0.913019,0.270278
446.0,116.0,59977.0,2392816288.0,2818269780.0,13128893.0,13110217.0,1.248044246,0.928278,0.251707
515.0,118.0,60032.0,2564854970.0,2819992651.0,581039566.0,13904379.0,1.487832892,0.975589,0.332959
390.0,104.0,59981.0,2379384233.0,2817904710.0,13006288.0,13053497.0,1.214731548,0.847483,0.314378
479.0,124.0,59954.0,2376066170.0,2817840881.0,580986371.0,12997647.0,1.241733809,0.888082,0.287005
444.0,102.0,59978.0,2375450991.0,2818508836.0,12996207.0,12950832.0,1.246751335,0.860562,0.30614
389.0,130.0,59988.0,2381023165.0,2817233537.0,581085405.0,12965432.0,1.243871785,0.892613,0.276037
430.0,116.0,59959.0,2403819227.0,2816936985.0,12936197.0,13213938.0,1.299196453,0.836425,0.340141
427.0,113.0,59955.0,2418168127.0,2817738912.0,581021682.0,13074772.0,1.284857934,0.883824,0.311713
412.0,121.0,59849.0,2432625464.0,2817095250.0,13186083.0,13345029.0,1.289484807,0.915264,0.286895
435.0,102.0,60010.0,2366449196.0,2818390669.0,581104121.0,12900500.0,1.229138511,0.891773,0.272804
422.0,109.0,60013.0,2399141511.0,2817723310.0,12901883.0,13037830.0,1.229950592,0.898188,0.282811
447.0,115.0,59943.0,2378184258.0,2817384838.0,581144242.0,12946347.0,1.243997614,0.942014,0.227084
494.0,132.0,59899.0,2425900690.0,2818021261.0,12899085.0,13614011.0,1.271249473,0.878519,0.318179
465.0,125.0,59876.0,2399344008.0,2817064930.0,581236490.0,13138359.0,1.228851467,0.879263,0.294814
443.0,116.0,59988.0,2394170785.0,2818145673.0,13024419.0,13086019.0,1.235902113,0.909596,0.26554
379.0,103.0,59896.0,2348106462.0,2817396213.0,580921206.0,12948529.0,1.22578494,0.892443,0.265917
429.0,127.0,59970.0,2403974323.0,2818714602.0,12869364.0,13112624.0,1.239205186,0.895364,0.281211
439.0,119.0,59902.0,2395920489.0,2817424114.0,580819520.0,13015214.0,1.254334949,0.91021,0.269249
414.0,116.0,60006.0,2388106533.0,2817509291.0,12915996.0,13026990.0,1.235603191,0.835108,0.340071
480.0,121.0,59896.0,2407787178.0,2817690957.0,580920729.0,13154004.0,1.284255995,0.883948,0.296797
443.0,124.0,59927.0,2381913481.0,2818667403.0,13014961.0,12983290.0,1.245602255,0.804082,0.362278
428.0,119.0,59941.0,2411075641.0,2818252240.0,580771640.0,13209341.0,1.265442838,0.905604,0.292429
402.0,108.0,59978.0,2423613073.0,2817872932.0,12919894.0,13443897.0,1.267168721,0.918303,0.267835
456.0,132.0,59970.0,2428288220.0,2818359396.0,581070222.0,13193902.0,1.268384778,0.886794,0.313572
447.0,122.0,59999.0,2427431080.0,2818738515.0,13166921.0,13212494.0,1.298658027,0.894354,0.304683
425.0,130.0,59981.0,2396490157.0,2817449448.0,580945137.0,13121888.0,1.232223054,0.920635,0.244774
410.0,99.0,59905.0,2382744561.0,2817704784.0,13071267.0,13151452.0,1.265953347,0.914235,0.253653
399.0,105.0,59957.0,2377623912.0,2818179955.0,580947468.0,13051240.0,1.247226984,0.898907,0.263454
408.0,126.0,59968.0,2380746559.0,2818617751.0,12969755.0,13104489.0,1.224717512,0.867187,0.296343
419.0,118.0,60016.0,2420114040.0,2817831136.0,580962569.0,13214860.0,1.27206511,0.940995,0.267105
472.0,153.0,59978.0,2416940507.0,2819322101.0,12862363.0,13081138.0,1.283788756,0.885239,0.323149
488.0,134.0,59918.0,2473437827.0,2817800192.0,580855221.0,13549674.0,1.34583285,0.9895,0.256908
443.0,156.0,59928.0,2395725049.0,2817266655.0,13083336.0,13045663.0,1.292848285,0.908909,0.274843
491.0,132.0,59982.0,2476597655.0,2819463999.0,581387096.0,13439413.0,1.323111876,0.897971,0.325096
418.0,117.0,59902.0,2387513550.0,2818576513.0,13375950.0,13168807.0,1.250064035,0.879619,0.284755
380.0,111.0,59965.0,2374213665.0,2818319394.0,580958113.0,12870211.0,1.245688184,0.854247,0.319674
481.0,130.0,59974.0,2473031382.0,2819046210.0,12901011.0,13430416.0,1.313302583,0.929573,0.295464
480.0,109.0,59935.0,2425726233.0,2819263152.0,580892021.0,13236943.0,1.495459128,0.906086,0.28905
441.0,114.0,59972.0,2396500207.0,2819034295.0,13030135.0,13041409.0,1.247637787,0.937838,0.247494
405.0,113.0,59955.0,2427607218.0,2818069619.0,581054600.0,13400153.0,1.283744839,0.906289,0.283268
481.0,115.0,59939.0,2412245009.0,2818620019.0,13476200.0,13161518.0,1.292678663,0.915748,0.272226
443.0,131.0,60001.0,2481948213.0,2818890471.0,581151037.0,13508988.0,1.29259417,0.911078,0.32214
493.0,121.0,59941.0,2419228090.0,2819345252.0,12998051.0,13007969.0,1.297940745,0.927154,0.274214
429.0,112.0,60011.0,2417871367.0,2818790667.0,581120423.0,13001248.0,1.257529795,0.915627,0.268918
415.0,108.0,59989.0,2373849893.0,2818147196.0,13024232.0,12930881.0,1.268076431,0.880609,0.28821
392.0,106.0,59988.0,2378886043.0,2817738772.0,581111780.0,13172976.0,1.293204593,0.92327,0.244899
418.0,105.0,59937.0,2372073481.0,2818334724.0,13290396.0,13010460.0,1.21689139,0.815109,0.342973
392.0,109.0,59867.0,2366503862.0,2816815328.0,581309970.0,12851380.0,1.226447666,0.896406,0.26051
415.0,103.0,59908.0,2402174136.0,2817855252.0,13237319.0,13262354.0,1.278788824,0.911187,0.27486
433.0,139.0,59869.0,2416517469.0,2818255632.0,581258234.0,13200755.0,1.277511117,0.931699,0.26286
524.0,134.0,59923.0,2432767706.0,2818850850.0,13081237.0,13364042.0,1.277396077,0.907006,0.29532
461.0,112.0,60018.0,2402977184.0,2819376070.0,580919864.0,12962263.0,1.251951977,0.910801,0.272358
460.0,126.0,59915.0,2394838620.0,2818043478.0,12770504.0,13055541.0,1.255034898,0.87211,0.30946
422.0,123.0,59954.0,2367400238.0,2817380315.0,581053978.0,12872534.0,1.291041379,0.84741,0.312956
405.0,107.0,59916.0,2369160682.0,2817598598.0,13170342.0,12946230.0,1.254023327,0.866811,0.294929
450.0,121.0,59937.0,2380963997.0,2818951963.0,581018655.0,13020296.0,1.23436953,0.868782,0.302828
429.0,117.0,59951.0,2381939288.0,2818345801.0,12992803.0,13006767.0,1.233927268,0.861108,0.30762
458.0,126.0,59919.0,2398083281.0,2818427280.0,581117798.0,13115084.0,1.29384903,0.88313,0.295901
467.0,138.0,59970.0,2425424146.0,2819077900.0,12961058.0,12896128.0,1.275668626,0.901466,0.314246
405.0,104.0,59953.0,2389982271.0,2817795192.0,581268938.0,13201508.0,1.27551884,0.896258,0.275893
403.0,129.0,59973.0,2384649578.0,2818033257.0,13259301.0,13001049.0,1.237715182,0.917606,0.250576
445.0,97.0,60004.0,2366800137.0,2819037453.0,581558843.0,12914380.0,1.224071023,0.831521,0.322776
415.0,108.0,59964.0,2375259389.0,2818914965.0,13485956.0,12990731.0,1.242818537,0.903152,0.262574
453.0,126.0,59985.0,2456295748.0,2818550728.0,581493049.0,13386013.0,1.290029811,0.93753,0.281864
384.0,104.0,59936.0,2352829434.0,2817534354.0,13311933.0,12829104.0,1.22415884,0.798264,0.351317
401.0,117.0,59937.0,2372035217.0,2818162992.0,581356052.0,12973066.0,1.236334883,0.883977,0.276963
422.0,96.0,59951.0,2380598716.0,2816945663.0,13524501.0,13046394.0,1.254433248,0.900371,0.269501
486.0,120.0,59920.0,2432685918.0,2818623663.0,581365057.0,13084121.0,1.280331272,0.915328,0.296783
400.0,126.0,59956.0,2385761570.0,2818271075.0,13473497.0,12948511.0,1.255621519,0.901283,0.267986
419.0,122.0,60072.0,2376238011.0,2819425917.0,581257491.0,12928937.0,1.269009741,0.927369,0.244228
434.0,133.0,59966.0,2415690166.0,2818613193.0,13239782.0,13015537.0,1.340958025,0.917174,0.285065
491.0,117.0,60014.0,2421525535.0,2818768818.0,581093590.0,13215268.0,1.297825194,0.890595,0.3063
389.0,121.0,59983.0,2404565368.0,2818742209.0,13070056.0,13117041.0,1.283186562,0.934125,0.247295
587.0,130.0,59947.0,2580248786.0,2818864204.0,581288583.0,13924812.0,1.481009715,0.998786,0.312489
522.0,136.0,59990.0,2495432806.0,2819964930.0,13043691.0,13397906.0,1.330519197,0.953108,0.300217
476.0,132.0,59950.0,2503948273.0,2818523007.0,581227664.0,13169063.0,1.323982781,0.960408,0.294078
546.0,125.0,59998.0,2427457854.0,2818486243.0,12922130.0,13500789.0,1.317804015,0.894135,0.302931
482.0,128.0,59932.0,2387371054.0,2817195020.0,581221720.0,13025595.0,1.261258876,0.88972,0.284083
414.0,114.0,59999.0,2405074107.0,2817301269.0,13273414.0,13288701.0,1.24333926,0.891798,0.282756
432.0,114.0,59852.0,2372341440.0,2815855014.0,581127755.0,13021986.0,1.244995029,0.875019,0.288355
445.0,110.0,59913.0,2428723816.0,2817451314.0,13123103.0,13188990.0,1.282596825,0.954227,0.254141
408.0,105.0,59975.0,2384739771.0,2817493641.0,581433191.0,12848996.0,1.268522567,0.887834,0.294249
535.0,149.0,59979.0,2547997658.0,2818805523.0,12987515.0,13550078.0,1.451348021,0.98976,0.303088
496.0,137.0,59973.0,2440943209.0,2818277165.0,581150190.0,13242823.0,1.436730059,0.875083,0.344775
485.0,143.0,59962.0,2435551804.0,2818289275.0,12962712.0,13205213.0,1.310627288,0.948326,0.273408
403.0,109.0,59977.0,2384757130.0,2815239855.0,581139662.0,12922186.0,1.265076395,0.866888,0.307039
420.0,109.0,59861.0,2375195932.0,2815869054.0,13498958.0,12978590.0,1.243930876,0.914524,0.250385
467.0,117.0,59950.0,2414295445.0,2817679156.0,581283792.0,13234475.0,1.257369319,0.913867,0.269022
429.0,123.0,60034.0,2397718976.0,2818474520.0,13297402.0,13001880.0,1.266045932,0.891694,0.293868
561.0,142.0,59987.0,2485337677.0,2818766148.0,581037949.0,13197740.0,1.394741758,0.949966,0.321549
436.0,128.0,59952.0,2465482480.0,2818315378.0,12992983.0,13446161.0,1.345249306,0.95399,0.280332
460.0,122.0,59976.0,2491867006.0,2818353426.0,581107928.0,13549466.0,1.377821534,0.923884,0.323479
489.0,120.0,60002.0,2448364762.0,2819380475.0,13252073.0,13172910.0,1.356607865,0.861868,0.356851
488.0,127.0,59950.0,2489351202.0,2818256822.0,580985466.0,13222484.0,1.363107744,0.930465,0.332236
423.0,110.0,59957.0,2425246100.0,2816941493.0,13018994.0,13378388.0,1.274029071,0.860072,0.352483
466.0,127.0,59960.0,2473927351.0,2828860960.0,581096549.0,13250239.0,1.307831157,0.910236,0.322222
516.0,131.0,60013.0,2564998157.0,2821031549.0,13011787.0,13492624.0,1.365517447,0.973676,0.312605
403.0,121.0,59926.0,2415362987.0,2818239274.0,581363588.0,13031985.0,1.322253495,0.859919,0.351212
463.0,103.0,59922.0,2439848879.0,2821944391.0,12955100.0,13088939.0,1.283689024,0.86933,0.343422
460.0,122.0,59928.0,2445490645.0,2820870379.0,581128097.0,13151944.0,1.299185969,0.845072,0.377161
402.0,111.0,59934.0,2457351671.0,2817971913.0,13265899.0,13136102.0,1.276386928,0.867579,0.331206
408.0,116.0,60062.0,2355063896.0,2817932652.0,581084643.0,12813757.0,1.229180774,0.814584,0.339423
445.0,117.0,59875.0,2394735456.0,2817999355.0,13028370.0,13048709.0,1.23746768,0.921758,0.25624
436.0,129.0,59958.0,2376262447.0,2819045647.0,581081224.0,12936413.0,1.246598191,0.925205,0.259102
460.0,130.0,59938.0,2409685790.0,2819277280.0,13093939.0,13169597.0,1.252203715,0.869383,0.323895
433.0,119.0,59870.0,2425530597.0,2819171847.0,581229263.0,13383760.0,1.314768521,0.873188,0.340101
410.0,123.0,59949.0,2443882632.0,2818973582.0,13110217.0,13168748.0,1.358873464,0.94017,0.288359
474.0,129.0,59887.0,2490005734.0,2819457974.0,581534389.0,13521216.0,1.333333829,0.986821,0.254815
498.0,149.0,59986.0,2457392990.0,2820011954.0,13904379.0,13144026.0,1.327398245,0.977323,0.275594
468.0,108.0,59927.0,2455191423.0,2820030736.0,581142950.0,13321896.0,1.323098289,0.983026,0.249938
456.0,138.0,59957.0,2487337387.0,2820705387.0,13053497.0,13171742.0,1.320454645,0.994638,0.25406
419.0,103.0,59912.0,2385470767.0,2821102982.0,581143118.0,12950431.0,1.245846551,0.922796,0.260273
452.0,126.0,59934.0,2382221498.0,2819265737.0,12997647.0,12881497.0,1.245048172,0.859272,0.309597
447.0,113.0,59906.0,2471780467.0,2819990441.0,581263233.0,13362362.0,1.382580528,0.957636,0.284924
440.0,114.0,59950.0,2401200528.0,2817778888.0,12950832.0,13132156.0,1.253688,0.911022,0.270588
431.0,101.0,59926.0,2374751024.0,2817142035.0,581052467.0,12903590.0,1.236084572,0.876264,0.28931
427.0,121.0,59914.0,2364343707.0,2818190714.0,12965432.0,12841261.0,1.240197363,0.840946,0.320576
424.0,131.0,59938.0,2392128330.0,2817030721.0,580947322.0,13050948.0,1.280574354,0.887612,0.283377
623.0,124.0,59941.0,2476298714.0,2819723633.0,13213938.0,13263069.0,1.283907416,0.885089,0.338674
428.0,119.0,59949.0,2382395381.0,2818309891.0,581112998.0,12872996.0,1.237661912,0.83049,0.336259
430.0,124.0,59940.0,2394201165.0,2817828029.0,13074772.0,12972704.0,1.253117379,0.854923,0.323495
459.0,124.0,59900.0,2431146543.0,2818040682.0,581004749.0,13139673.0,1.270473906,0.896741,0.305054
417.0,102.0,59929.0,2387997205.0,2817340026.0,13345029.0,13162617.0,1.245201689,0.893437,0.276839
483.0,151.0,59994.0,2418894260.0,2818611915.0,581237683.0,13278796.0,1.300428762,0.91508,0.273111
462.0,135.0,59897.0,2378263520.0,2817145687.0,12900500.0,13004342.0,1.287770071,0.915008,0.251398
404.0,112.0,60020.0,2370331537.0,2817274068.0,581098947.0,12886052.0,1.280086702,0.897505,0.267356
396.0,100.0,59873.0,2345570705.0,2816090184.0,13037830.0,12809289.0,1.213423,0.866786,0.283865
407.0,112.0,59973.0,2381479123.0,2817504422.0,581037470.0,13055103.0,1.247435405,0.843953,0.320774
489.0,122.0,59974.0,2513870802.0,2818534150.0,12946347.0,13440057.0,1.394430866,0.940397,0.323032
534.0,123.0,59974.0,2527585629.0,2819301924.0,581145626.0,13323390.0,1.388652049,0.962825,0.323028
490.0,108.0,59944.0,2480508068.0,2819886159.0,13614011.0,13146236.0,1.369547742,0.941124,0.315084
461.0,132.0,59952.0,2388895027.0,2818589134.0,581018759.0,12916701.0,1.283470219,0.966817,0.248314
496.0,131.0,59924.0,2451648434.0,2817755377.0,13138359.0,13328010.0,1.316656304,0.967778,0.288562
452.0,119.0,59954.0,2403046695.0,2818700798.0,581191088.0,12997034.0,1.291012547,0.912112,0.306048
448.0,126.0,59947.0,2528135810.0,2817428694.0,13086019.0,13683326.0,1.409218601,1.041566,0.263909
471.0,137.0,59965.0,2442245154.0,2819081866.0,581030171.0,13127283.0,1.335583285,0.8708,0.369389
444.0,122.0,59903.0,2410135889.0,2817943494.0,12948529.0,13282803.0,1.528508898,0.907755,0.291496
440.0,105.0,59914.0,2379636398.0,2818775334.0,581340334.0,12955435.0,1.251648002,0.913526,0.250478
472.0,129.0,59975.0,2468784045.0,2819291114.0,13112624.0,13309154.0,1.293058935,0.975752,0.265288
431.0,117.0,59934.0,2430206440.0,2817731775.0,581076737.0,13225219.0,1.267220294,0.869238,0.342362
470.0,132.0,59993.0,2398150442.0,2818686482.0,13015214.0,13116607.0,1.25653418,0.90045,0.279056
449.0,122.0,59993.0,2384748687.0,2817967648.0,581061556.0,13089641.0,1.243623975,0.882902,0.287347
452.0,100.0,59956.0,2392356631.0,2819907693.0,13026990.0,13277672.0,1.243997992,0.850803,0.322103
404.0,96.0,59936.0,2354196133.0,2817073462.0,581067980.0,12850254.0,1.218537473,0.869148,0.284959
380.0,114.0,59954.0,2403838198.0,2817814881.0,13154004.0,13079219.0,1.252462618,0.848555,0.330764
371.0,98.0,59972.0,2406322503.0,2818310722.0,581304478.0,13267432.0,1.245377489,0.834423,0.341102
